string	data_package	data_type	source	error_category	error_type	string_type	file type	notes
Eprolithus orbiculatus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Eprolithus rarus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Eprolithus septentrionalis	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Ericsonia	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Ericsonia alternans	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Ericsonia cava	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Ericsonia crassa	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Ericsonia cribellum	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Ericsonia detecta	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Ericsonia eopelagica	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Ericsonia fenestra	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Ericsonia fenestrata	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Ericsonia formosa	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Ericsonia hesslandii	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Ericsonia insolita	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Ericsonia obruta	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Ericsonia occidentalis	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Ericsonia ovalis	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Ericsonia pacifica	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Ericsonia robusta	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Ericsonia subdisticha	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Ericsonia subditicha	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Ericsonia subpertsa	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Ericsonia subpertusa	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Ericsonia tasmaniae	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Ericsonia universa	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Esgia	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Esgia gallicus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Ethmorhabdus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Ethmorhabdus anglicus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Ethmorhabdus crucifer	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Ethmorhabdus frondosus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Ethmorhabdus gallicus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Ethmorhabdus hauterivianus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Ethmorhabdus rimosus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Farhania	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Farhania varolii	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Fasciculithaceae	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Fasciculithus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Fasciculithus alanii	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Fasciculithus anarrhopus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Fasciculithus aubertae	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Fasciculithus babii	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Fasciculithus billii	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Fasciculithus bitectus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Fasciculithus bobii	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Fasciculithus chowii	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Fasciculithus clinatus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Fasciculithus hayi	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Fasciculithus involutus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Fasciculithus janii	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Fasciculithus lillianae	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Fasciculithus lingfengensis	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Fasciculithus magnicordis	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Fasciculithus magnus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Fasciculithus mitreus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Fasciculithus pileatus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Fasciculithus richardii	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Fasciculithus schaubii	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Fasciculithus shaubii	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Fasciculithus sidereus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Fasciculithus stonehengei	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Fasciculithus stonhengii	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Fasciculithus thomasii	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Fasciculithus tonii	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Fasciculithus tympaniformis	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Fasciculithus ulii	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Fasiculithus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Fasiculithus ulii	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Faviconus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Faviconus multicolumnatus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Flabellites	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Flabellites biforaminis	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Flabellites oblongus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Florisphaera	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Florisphaera profunda	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Florisphaera profunda var. elongata	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Futyania	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Futyania attewellii	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Futyania petalosa	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gaarderella	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gaarderella granulifera	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gartnerago	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gartnerago chiasta	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gartnerago clarusora	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gartnerago concavum	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gartnerago costatum	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gartnerago costatum costatum	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gartnerago costatum porolatum	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gartnerago crepusculum	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gartnerago diversum	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gartnerago nanum	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gartnerago obliquum	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gartnerago obliquum small	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gartnerago porolatum	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gartnerago praeobliquum	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gartnerago segmentatum	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gartnerago stenostaurion	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gartnerago striatum	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gartnerago theta	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Geminilithella	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Geminilithella bramlettei	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Geminilithella jafari	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Geminilithella lordii	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Geminilithella petaliformis	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Geminilithella rotula	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Geminilithella subtilis	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gephyrobiscutum	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gephyrobiscutum diabolum	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gephyrocapsa	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gephyrocapsa aperta	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gephyrocapsa californicus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gephyrocapsa californiensis	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gephyrocapsa caribbeanica	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gephyrocapsa caribbeanica acme	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gephyrocapsa doronicoides	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gephyrocapsa ericsonia	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gephyrocapsa ericsonii	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gephyrocapsa kamptneri	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gephyrocapsa lumina	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gephyrocapsa margarelii	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gephyrocapsa margerelii	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gephyrocapsa mediterranea	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gephyrocapsa muellerae	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gephyrocapsa oceanica	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gephyrocapsa omega	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gephyrocapsa ornata	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gephyrocapsa parallela	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gephyrocapsa pelta	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gephyrocapsa producta	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gephyrocapsa protohuxleyi	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gephyrocapsa rota	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gephyrocapsa sinuosa	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gephyrocapsa small	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gephyrocapsa theyeri	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gephyrocapsa very small	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gephyrocapsa3 medium	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gephyrorhabdus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gephyrorhabdus coronadventis	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Girgisia	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Girgisia gammation	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gladiolithus flabellatus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Glaukolithus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Glaukolithus bicrescenticus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Glaukolithus chofatii	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Glaukolithus compactus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Glaukolithus diplogrammus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Glaukolithus elegans	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Glaukolithus fessus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Glaukolithus minimus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Glaukolithus phacelosus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Glaukolithus tarboulensis	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Goniolithaceae	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Goniolithus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Goniolithus fluckigeri	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gorkaea	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gorkaea obliqueclausus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gorkaea operio	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gorkaea pomerolii	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gorkaea pseudanthophorus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Grantarhabdus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Grantarhabdus bukryi	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Grantarhabdus cancellatus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Grantarhabdus coronadventis	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Grantarhabdus meddii	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Grantarhabdus quadratus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gruenilithus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Gruenilithus tufari	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Haptophyta	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Haqius	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Haqius circumradiatus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Haqius ellipticus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Haqius portus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Haslinglieldia	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Haslinglieldia stradneri	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Hayaster	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Hayaster perplexus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Hayella	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Hayella aperta	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Hayella challengeri	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Hayella gauliformis	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Hayella situliformis	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Hayesites	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Hayesites albiensis	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Hayesites atlanticus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Hayesites bulbus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Hayesites irregularis	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Hayesites radiatus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Hayococcus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Hayococcus floralis	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helenea	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helenea chiastia	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helenea conus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helenea quadrata	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helenea staurolithina	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicolithus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicolithus anceps	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicolithus compactus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicolithus cunneatus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicolithus propagulis	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicolithus pygmaeus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicolithus trabeculatus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicolithus turonicus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicolithus valhallensis	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicopontosphaera	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicopontosphaera ampliaperta	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicopontosphaera bramlettei	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicopontosphaera burkei	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicopontosphaera carteri	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicopontosphaera compacta	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicopontosphaera dinesenii	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicopontosphaera euphratis	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicopontosphaera granulata	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicopontosphaera heezenii	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicopontosphaera hyalina	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicopontosphaera intermedia	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicopontosphaera inversa	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicopontosphaera kamptneri	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicopontosphaera lophota	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicopontosphaera mediterranea	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicopontosphaera neogranulata	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicopontosphaera obliqua	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicopontosphaera papillata	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicopontosphaera parallela	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicopontosphaera perch nielseniae	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicopontosphaera perch-nielsenasiae	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicopontosphaera perch-nielseniae	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicopontosphaera recta	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicopontosphaera reticulata	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicopontosphaera rhomba	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicopontosphaera salebrosa	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicopontosphaera sellii	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicopontosphaera seminulum	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicopontosphaera seminulum lophota	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicopontosphaera subantarctica	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicopontosphaera truncata	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicopontosphaera wallichii	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicopontosphaera wilcoxonii	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicorhabdus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicorhabdus asymetricus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera acuta	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera ampliaperta	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera bramlettei	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera burkei	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera california	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera californiana	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera carteri	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera carteri var. burkei	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera carteri var. hyalina	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera carteri var. walichii	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera cf. H. orientalis	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera cf. rhomba	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera cf. wallichi	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera colombiana	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera columbiana	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera compacta	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera crouchii	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera dinesenii	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera elongata	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera euphratis	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera euphratis imtermedia	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera gartneri	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera gertae	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera girgisii	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera granulata	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera heezeni	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera heezenii	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera hyalina	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera intermedia	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera inversa	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera inversus	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera jakubowskii	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera kamptneri	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera kamptneri carteri	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera limasera	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera lophota	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera magnifica	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera mediterranea	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera minima	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
Helicosphaera minuta	602	data	annotator_1	false negative	reading table		xls	"genus and species are in two columns, in .xls"
