string	data_package	source_type	annotator	string_type
Ithycerus	487	pdf	annotator_1	scientific name
Ithycerus noveboracensis	487	pdf	annotator_1	scientific name
L. oryzophilus	487	pdf	annotator_1	scientific name
Lachnopus	487	pdf	annotator_1	scientific name
Lachnopus atramentarius	487	pdf	annotator_1	scientific name
Lasiorhynchus barbicornis	487	pdf	annotator_1	scientific name
Lepidoptera	487	pdf	annotator_1	scientific name
Leptopius	487	pdf	annotator_1	scientific name
Liliaceae	487	pdf	annotator_1	scientific name
Liparthrum	487	pdf	annotator_1	scientific name
Liparthrum nigrescens	487	pdf	annotator_1	scientific name
Lissorhoptrus	487	pdf	annotator_1	scientific name
Lissorhoptrus longipennis	487	pdf	annotator_1	scientific name
Listroderes	487	pdf	annotator_1	scientific name
Listroderes bruchi	487	pdf	annotator_1	scientific name
Listronotus	487	pdf	annotator_1	scientific name
Listronotus cryptops	487	pdf	annotator_1	scientific name
Lixinae	487	pdf	annotator_1	scientific name
Lixus	487	pdf	annotator_1	scientific name
M. laevicollis	487	pdf	annotator_1	scientific name
Macrocopturus	487	pdf	annotator_1	scientific name
Macrocopturus cincticollis	487	pdf	annotator_1	scientific name
Marshallius	487	pdf	annotator_1	scientific name
Mecininae	487	pdf	annotator_1	scientific name
Mecomacer	487	pdf	annotator_1	scientific name
Megalopodidae	487	pdf	annotator_1	scientific name
Merhynchites	487	pdf	annotator_1	scientific name
Merhynchites bicolor	487	pdf	annotator_1	scientific name
Micromyrmex asclepia	487	pdf	annotator_1	scientific name
Molytinae	487	pdf	annotator_1	scientific name
Myrmex	487	pdf	annotator_1	scientific name
Nanophyinae	487	pdf	annotator_1	scientific name
Naupactus	487	pdf	annotator_1	scientific name
Naupactus peregrinus	487	pdf	annotator_1	scientific name
Nemonychidae	487	pdf	annotator_1	scientific name
Notoplatypus	487	pdf	annotator_1	scientific name
Notoplatypus elongatus	487	pdf	annotator_1	scientific name
Nymphaceae	487	pdf	annotator_1	scientific name
O. dianthi	487	pdf	annotator_1	scientific name
Ocladiinae	487	pdf	annotator_1	scientific name
Ocladius	487	pdf	annotator_1	scientific name
Ocladius obliquesetosus	487	pdf	annotator_1	scientific name
Odontocorynus	487	pdf	annotator_1	scientific name
Otidocephalinae	487	pdf	annotator_1	scientific name
Otiorhynchus	487	pdf	annotator_1	scientific name
Otiorhynchus sulcatus	487	pdf	annotator_1	scientific name
Oxycoryninae	487	pdf	annotator_1	scientific name
Oxycraspedus	487	pdf	annotator_1	scientific name
Oxycraspedus cornutus	487	pdf	annotator_1	scientific name
Oxyops	487	pdf	annotator_1	scientific name
Oxyops vitiosa	487	pdf	annotator_1	scientific name
Pachylobius	487	pdf	annotator_1	scientific name
Pachylobius picivorus	487	pdf	annotator_1	scientific name
Palophaginae	487	pdf	annotator_1	scientific name
Palophagoides	487	pdf	annotator_1	scientific name
Palophagoides vargasorum	487	pdf	annotator_1	scientific name
Penestes	487	pdf	annotator_1	scientific name
Perelleschus	487	pdf	annotator_1	scientific name
Perelleschus carludovicae	487	pdf	annotator_1	scientific name
Phloeotribus	487	pdf	annotator_1	scientific name
Phloeotribus puberulus	487	pdf	annotator_1	scientific name
Phylloplatypus	487	pdf	annotator_1	scientific name
Phylloplatypus pandani	487	pdf	annotator_1	scientific name
Phytobius	487	pdf	annotator_1	scientific name
Phytophaga	487	pdf	annotator_1	scientific name
Piazurus	487	pdf	annotator_1	scientific name
Piazurus maculipes	487	pdf	annotator_1	scientific name
Pityogenes	487	pdf	annotator_1	scientific name
Pityophthorus	487	pdf	annotator_1	scientific name
Platypodinae	487	pdf	annotator_1	scientific name
Platypodini	487	pdf	annotator_1	scientific name
Polydrusus	487	pdf	annotator_1	scientific name
Polydrusus sericeus	487	pdf	annotator_1	scientific name
Prioninae	487	pdf	annotator_1	scientific name
Prionus	487	pdf	annotator_1	scientific name
Prionus laticollis	487	pdf	annotator_1	scientific name
Pseudomopsis	487	pdf	annotator_1	scientific name
Pteridophyta	487	pdf	annotator_1	scientific name
Ptychoderes	487	pdf	annotator_1	scientific name
Ptychoderes nebulosus	487	pdf	annotator_1	scientific name
R. mollis	487	pdf	annotator_1	scientific name
Rhinoncus	487	pdf	annotator_1	scientific name
Rhinoncus longulus	487	pdf	annotator_1	scientific name
Rhinorhynchinae	487	pdf	annotator_1	scientific name
Rhinostomus	487	pdf	annotator_1	scientific name
Rhinostomus niger	487	pdf	annotator_1	scientific name
Rhinotia	487	pdf	annotator_1	scientific name
Rhopalotria	487	pdf	annotator_1	scientific name
Rhyephenes	487	pdf	annotator_1	scientific name
Rhyephenes humeralis	487	pdf	annotator_1	scientific name
Rhynchitinae	487	pdf	annotator_1	scientific name
Rhynchitomacerinus	487	pdf	annotator_1	scientific name
Rhynchitomacerinus kuscheli	487	pdf	annotator_1	scientific name
Rhynchophorus	487	pdf	annotator_1	scientific name
Rhynchophorus cruentatus	487	pdf	annotator_1	scientific name
Rhyncolus	487	pdf	annotator_1	scientific name
Rhytirrhininae	487	pdf	annotator_1	scientific name
Scolytinae	487	pdf	annotator_1	scientific name
Scolytus	487	pdf	annotator_1	scientific name
Scolytus multistriatus	487	pdf	annotator_1	scientific name
Sibariops	487	pdf	annotator_1	scientific name
Sibariops concinna	487	pdf	annotator_1	scientific name
Sitona	487	pdf	annotator_1	scientific name
Sitona hispidulus	487	pdf	annotator_1	scientific name
Sitophilus	487	pdf	annotator_1	scientific name
Sitophilus granarius	487	pdf	annotator_1	scientific name
Sphenophorus	487	pdf	annotator_1	scientific name
Sphenophorus venatus	487	pdf	annotator_1	scientific name
Stenancylus	487	pdf	annotator_1	scientific name
Stenopelmus	487	pdf	annotator_1	scientific name
Stromboscerini	487	pdf	annotator_1	scientific name
Tachygonus	487	pdf	annotator_1	scientific name
Tachygonus lecontei	487	pdf	annotator_1	scientific name
Talaurinus	487	pdf	annotator_1	scientific name
Talaurinus subvittatus	487	pdf	annotator_1	scientific name
Tanymecus	487	pdf	annotator_1	scientific name
Tanysphyrus	487	pdf	annotator_1	scientific name
Tanysphyrus lemnae	487	pdf	annotator_1	scientific name
Tenebrio molitor	487	pdf	annotator_1	scientific name
Tesserocerini	487	pdf	annotator_1	scientific name
Thecesterninae	487	pdf	annotator_1	scientific name
Toxonotus	487	pdf	annotator_1	scientific name
Toxonotus cornutus	487	pdf	annotator_1	scientific name
Tranes	487	pdf	annotator_1	scientific name
Tranes lyteroides	487	pdf	annotator_1	scientific name
Trigonotarsus	487	pdf	annotator_1	scientific name
Trigonotarsus rugosus	487	pdf	annotator_1	scientific name
Trypodendron	487	pdf	annotator_1	scientific name
Trypodendron lineatum	487	pdf	annotator_1	scientific name
Urodontinae	487	pdf	annotator_1	scientific name
frog	497	data	annotator_1	vernacular
Xenopus tropicalisi	497	data	annotator_1	
M.m.domesticus	497	pdf	annotator_1	duplicate
frogs	497	pdf	annotator_1	vernacular
South African clawed frog	497	pdf	annotator_1	vernacular
Western clawed frog	497	pdf	annotator_1	vernacular
X. laevis	497	pdf	annotator_1	scientific name
X. tropicalis	497	pdf	annotator_1	scientific name
Xenopus laevis	497	pdf	annotator_1	scientific name
Xenopus tropicalis	497	pdf	annotator_1	scientific name
Mus musculus domesticus	497	pdf	annotator_1	scientific name
dark-eyed juncos	503	pdf	annotator_1	vernacular
fish	503	pdf	annotator_1	vernacular
glass worm	503	pdf	annotator_1	vernacular
waterflea	503	pdf	annotator_1	vernacular
Chaoborus	503	pdf	annotator_1	scientific name
Chaoborus americanus	503	pdf	annotator_1	scientific name
Daphnia	503	pdf	annotator_1	scientific name
Daphnia pulex	503	pdf	annotator_1	scientific name
Drosophila	503	pdf	annotator_1	scientific name
Caranx melampygus	505	data	annotator_1	
Caranx ignobilis	505	data	annotator_1	
C. ignobilis	505	pdf	annotator_1	duplicate
anchovies	505	pdf	annotator_1	vernacular
fish	505	pdf	annotator_1	vernacular
fishes	505	pdf	annotator_1	vernacular
grouper	505	pdf	annotator_1	vernacular
herring	505	pdf	annotator_1	vernacular
Jack	505	pdf	annotator_1	vernacular
jack	505	pdf	annotator_1	vernacular
jack mackerels	505	pdf	annotator_1	vernacular
jacks	505	pdf	annotator_1	vernacular
mackerel	505	pdf	annotator_1	vernacular
omilu	505	pdf	annotator_1	vernacular
pompanos	505	pdf	annotator_1	vernacular
sardines	505	pdf	annotator_1	vernacular
scads	505	pdf	annotator_1	vernacular
trevallies	505	pdf	annotator_1	vernacular
ulua aukea	505	pdf	annotator_1	vernacular
C. melampygus	505	pdf	annotator_1	scientific name
C. sexfasciatus	505	pdf	annotator_1	scientific name
Carangidae	505	pdf	annotator_1	scientific name
Caranx	505	pdf	annotator_1	scientific name
Caranx ignobilis	505	pdf	annotator_1	scientific name
Decapterus	505	pdf	annotator_1	scientific name
Epinephelus quernus	505	pdf	annotator_1	scientific name
Gnathanodon speciosus	505	pdf	annotator_1	scientific name
Peromyscus	514	data	annotator_1	
P. leucopus	514	pdf	annotator_1	duplicate
butterflies	514	pdf	annotator_1	vernacular
deer mouse	514	pdf	annotator_1	vernacular
eastern red-backed salamanders	514	pdf	annotator_1	vernacular
great tits	514	pdf	annotator_1	vernacular
mammals	514	pdf	annotator_1	vernacular
mice	514	pdf	annotator_1	vernacular
red foxes	514	pdf	annotator_1	vernacular
white-footed mice	514	pdf	annotator_1	vernacular
white-footed mouse	514	pdf	annotator_1	vernacular
P. attwateri	514	pdf	annotator_1	scientific name
P. maniculatus	514	pdf	annotator_1	scientific name
P. polionotus	514	pdf	annotator_1	scientific name
P. polionotus niveiventris	514	pdf	annotator_1	scientific name
Peromyscus	514	pdf	annotator_1	scientific name
Peromyscus leucopus	514	pdf	annotator_1	scientific name
Rattus norvegicus	514	pdf	annotator_1	scientific name
Y. pestis	520	pdf	annotator_1	duplicate
animal	520	pdf	annotator_1	vernacular
animals	520	pdf	annotator_1	vernacular
black rat	520	pdf	annotator_1	vernacular
Black rats	520	pdf	annotator_1	vernacular
mice	520	pdf	annotator_1	vernacular
rats	520	pdf	annotator_1	vernacular
rodent	520	pdf	annotator_1	vernacular
rodents	520	pdf	annotator_1	vernacular
vertebrate	520	pdf	annotator_1	vernacular
Bombus terrestris	520	pdf	annotator_1	scientific name
R. norvegicus	520	pdf	annotator_1	scientific name
R. rattus	520	pdf	annotator_1	scientific name
Rattus rattus	520	pdf	annotator_1	scientific name
Yersinia pestis	520	pdf	annotator_1	scientific name
Coregonus	520	pdf	annotator_1	scientific name
Arizona elegans	530	data	annotator_1	
Lampropeltis calligaster	530	data	annotator_1	
Lampropeltis extenuata	530	data	annotator_1	
Lampropeltis getula	530	data	annotator_1	
Lampropeltis triangulum	530	data	annotator_1	
L. getula	530	pdf	annotator_1	duplicate
cactus longhorn beetles	530	pdf	annotator_1	vernacular
desert spiny lizards	530	pdf	annotator_1	vernacular
kingsnake	530	pdf	annotator_1	vernacular
salamanders	530	pdf	annotator_1	vernacular
snake	530	pdf	annotator_1	vernacular
vertebrates	530	pdf	annotator_1	vernacular
western diamondback rattlesnakes	530	pdf	annotator_1	vernacular
Arizona elegans	530	pdf	annotator_1	scientific name
Crotalus atrox	530	pdf	annotator_1	scientific name
L.getula	530	pdf	annotator_1	scientific name
Lampropeltini	530	pdf	annotator_1	scientific name
Lampropeltis calligaster	530	pdf	annotator_1	scientific name
Lampropeltis extenuata	530	pdf	annotator_1	scientific name
Lampropeltis getula	530	pdf	annotator_1	scientific name
Lampropeltis triangulum	530	pdf	annotator_1	scientific name
Moneleima armatum	530	pdf	annotator_1	scientific name
Sceloporus magister	530	pdf	annotator_1	scientific name
Stilosoma (Lampropeltis) vetustum	530	pdf	annotator_1	scientific name
aria	536	data	annotator_1	abbreviation
arib	536	data	annotator_1	abbreviation
woll	536	data	annotator_1	abbreviation
couc	536	data	annotator_1	abbreviation
pot	536	data	annotator_1	abbreviation
ult	536	data	annotator_1	abbreviation
ins	536	data	annotator_1	abbreviation
coast	536	data	annotator_1	abbreviation
int	536	data	annotator_1	abbreviation
sum	536	data	annotator_1	abbreviation
FLSJ	536	data	annotator_1	abbreviation
con	536	data	annotator_1	abbreviation
oax	536	data	annotator_1	abbreviation
Cyan_stellers	536	data	annotator_1	abbreviation
A. coerul.	536	pdf	annotator_1	duplicate
A. woodh.	536	pdf	annotator_1	duplicate
bird	536	pdf	annotator_1	vernacular
birds	536	pdf	annotator_1	vernacular
Florida Scrub-Jay	536	pdf	annotator_1	vernacular
Island Scrub-Jay	536	pdf	annotator_1	vernacular
Jays	536	pdf	annotator_1	vernacular
jays	536	pdf	annotator_1	vernacular
Mexican Jays	536	pdf	annotator_1	vernacular
pinyon jay	536	pdf	annotator_1	vernacular
Scrub Jays	536	pdf	annotator_1	vernacular
Steller's jay	536	pdf	annotator_1	vernacular
Unicolored Jays	536	pdf	annotator_1	vernacular
Western Scrub-Jays	536	pdf	annotator_1	vernacular
A. arizonae	536	pdf	annotator_1	scientific name
A. griscomi	536	pdf	annotator_1	scientific name
A. oaxacae	536	pdf	annotator_1	scientific name
A. woodhouseii	536	pdf	annotator_1	scientific name
A. californica	536	pdf	annotator_1	scientific name
A. californica californica	536	pdf	annotator_1	scientific name
A. californica caurina	536	pdf	annotator_1	scientific name
A. californica hypoleuca	536	pdf	annotator_1	scientific name
A. californica immanis	536	pdf	annotator_1	scientific name
A. californica obscura	536	pdf	annotator_1	scientific name
A. californica oocleptica	536	pdf	annotator_1	scientific name
A. coerulescens	536	pdf	annotator_1	scientific name
A. concolor	536	pdf	annotator_1	scientific name
A. couchii	536	pdf	annotator_1	scientific name
A. guerrerensis	536	pdf	annotator_1	scientific name
A. insularis	536	pdf	annotator_1	scientific name
A. potosina	536	pdf	annotator_1	scientific name
A. sumichrasti	536	pdf	annotator_1	scientific name
A. ultramarina	536	pdf	annotator_1	scientific name
A. ultramarina arizonae	536	pdf	annotator_1	scientific name
A. ultramarina colimae	536	pdf	annotator_1	scientific name
A. ultramarina couchii	536	pdf	annotator_1	scientific name
A. ultramarina potosina	536	pdf	annotator_1	scientific name
A. ultramarina ultramarina	536	pdf	annotator_1	scientific name
A. ultramarina wollweberi	536	pdf	annotator_1	scientific name
A. unicolor	536	pdf	annotator_1	scientific name
A. wollweberi	536	pdf	annotator_1	scientific name
Aphelocoma	536	pdf	annotator_1	scientific name
C. stelleri	536	pdf	annotator_1	scientific name
Cyanocitta stelleri	536	pdf	annotator_1	scientific name
Gymnorhinus cyanocephalus	536	pdf	annotator_1	scientific name
Rana arvalis	553	data	annotator_1	
R. arvalis	553	pdf	annotator_1	duplicate
R. catesbeiana	553	pdf	annotator_1	duplicate
moor frog	553	pdf	annotator_1	vernacular
Rana	553	pdf	annotator_1	scientific name
Rana arvalis	553	pdf	annotator_1	scientific name
Alnus	553	pdf	annotator_1	scientific name
Betula	553	pdf	annotator_1	scientific name
Picea abies	553	pdf	annotator_1	scientific name
Pinus sylvestris	553	pdf	annotator_1	scientific name
Populus	553	pdf	annotator_1	scientific name
Rana catesbeiana	553	pdf	annotator_1	scientific name
Rana esculenta	553	pdf	annotator_1	scientific name
Rana latastei	553	pdf	annotator_1	scientific name
Rana nigromaculata	553	pdf	annotator_1	scientific name
Rana rugosa	553	pdf	annotator_1	scientific name
Rana temporaria	553	pdf	annotator_1	scientific name
Aletes	563	data	annotator_1	
Anchura	563	data	annotator_1	
Arca	563	data	annotator_1	
Astarte	563	data	annotator_1	
Bulla	563	data	annotator_1	
Bulla (Bulliopsis)	563	data	annotator_1	
Callista	563	data	annotator_1	
Cochlespira	563	data	annotator_1	
Gari	563	data	annotator_1	
Lima	563	data	annotator_1	
Linga	563	data	annotator_1	
Linter	563	data	annotator_1	
Lutetia	563	data	annotator_1	
Mathilda	563	data	annotator_1	
Michela	563	data	annotator_1	
Neogastropod	563	data	annotator_1	
Nerita	563	data	annotator_1	
Texmelanatria	563	data	annotator_1	
Acanthocardia	563	data	annotator_1	
Aciculiscala	563	data	annotator_1	
Acirsa	563	data	annotator_1	
Acmaea	563	data	annotator_1	
Acteocina	563	data	annotator_1	
Acteon	563	data	annotator_1	
Acteonella	563	data	annotator_1	
Acteonidae	563	data	annotator_1	
Admetula	563	data	annotator_1	
Aenona	563	data	annotator_1	
Agaronia	563	data	annotator_1	
Agerostrea	563	data	annotator_1	
Alectryonia	563	data	annotator_1	
Aliofusus	563	data	annotator_1	
Amaea (Scalina)	563	data	annotator_1	
Amaurellina	563	data	annotator_1	
Ampullella	563	data	annotator_1	
Ampullina (Pseudamaura)	563	data	annotator_1	
Ampullospirinae	563	data	annotator_1	
Amuletum	563	data	annotator_1	
Anadara	563	data	annotator_1	
Anatimya	563	data	annotator_1	
Ancilla	563	data	annotator_1	
Ancistrosyrinx	563	data	annotator_1	
Anodontia	563	data	annotator_1	
Anomalofusus	563	data	annotator_1	
Anomia	563	data	annotator_1	
Antillophos	563	data	annotator_1	
Aphrodina	563	data	annotator_1	
Aporrhaidae	563	data	annotator_1	
Aporrhais	563	data	annotator_1	
Architectonica	563	data	annotator_1	
Arcidae	563	data	annotator_1	
Arcoida	563	data	annotator_1	
Arcopagia (Johnsonella)	563	data	annotator_1	
Arctostrea	563	data	annotator_1	
Argobuccinum (Ranella)	563	data	annotator_1	
Arrhoges	563	data	annotator_1	
Astartemya	563	data	annotator_1	
Astyris	563	data	annotator_1	
Athleta	563	data	annotator_1	
Atreta	563	data	annotator_1	
Atrina	563	data	annotator_1	
Atys	563	data	annotator_1	
Bakevelliidae	563	data	annotator_1	
Barbatia	563	data	annotator_1	
Bathyarca	563	data	annotator_1	
Bathytoma	563	data	annotator_1	
Bathytormus	563	data	annotator_1	
Bellifusus	563	data	annotator_1	
Beretra	563	data	annotator_1	
Bittium	563	data	annotator_1	
Bonellitia	563	data	annotator_1	
Bornia	563	data	annotator_1	
Botula	563	data	annotator_1	
Brachidontes	563	data	annotator_1	
Brevicardium	563	data	annotator_1	
Buccinanops	563	data	annotator_1	
Buccinidae	563	data	annotator_1	
Buccinum (Phos)	563	data	annotator_1	
Buccitriton	563	data	annotator_1	
Bullata	563	data	annotator_1	
Bullia	563	data	annotator_1	
Bulovia	563	data	annotator_1	
Busycon	563	data	annotator_1	
Cadulus	563	data	annotator_1	
Caestocorbula	563	data	annotator_1	
Calliomphalus	563	data	annotator_1	
Calorhadia	563	data	annotator_1	
Calyptraea	563	data	annotator_1	
Calyptraphorus	563	data	annotator_1	
Camptonectes	563	data	annotator_1	
Cancellaria	563	data	annotator_1	
Cancellariidae	563	data	annotator_1	
Cantharus	563	data	annotator_1	
Caprinidae	563	data	annotator_1	
Capulidae	563	data	annotator_1	
Capulus	563	data	annotator_1	
Cardiidae	563	data	annotator_1	
Carditidae	563	data	annotator_1	
Cardium	563	data	annotator_1	
Caricella	563	data	annotator_1	
Caryocorbula	563	data	annotator_1	
Caveola	563	data	annotator_1	
Cerithiella	563	data	annotator_1	
Cerithiidae	563	data	annotator_1	
Cerithioderma	563	data	annotator_1	
Cerithioidea	563	data	annotator_1	
Cerithiopsidae	563	data	annotator_1	
Cerithiopsis	563	data	annotator_1	
Cerithium	563	data	annotator_1	
Chlamys	563	data	annotator_1	
Clavilithes	563	data	annotator_1	
Clavipholas	563	data	annotator_1	
Closia	563	data	annotator_1	
Columbellidae	563	data	annotator_1	
Colwellia	563	data	annotator_1	
Condylocardiidae	563	data	annotator_1	
Corbula	563	data	annotator_1	
Corbulidae	563	data	annotator_1	
Cornulina	563	data	annotator_1	
Coronia	563	data	annotator_1	
Cossmannia	563	data	annotator_1	
Crassatella	563	data	annotator_1	
Crassatellidae	563	data	annotator_1	
Crassatellinae	563	data	annotator_1	
Crassinella	563	data	annotator_1	
Crassostrea	563	data	annotator_1	
Crenella	563	data	annotator_1	
Creonella	563	data	annotator_1	
Crepidula	563	data	annotator_1	
Crucibulum	563	data	annotator_1	
Cryptochorda	563	data	annotator_1	
Cubitostrea	563	data	annotator_1	
Cucullaea	563	data	annotator_1	
Cuna	563	data	annotator_1	
Cuspidaria	563	data	annotator_1	
Cuspidariidae	563	data	annotator_1	
Cyclorisma	563	data	annotator_1	
Cyclostremiscus	563	data	annotator_1	
Cylichna	563	data	annotator_1	
Cylichna (Mnestia)	563	data	annotator_1	
Cylichnella	563	data	annotator_1	
Cyllene	563	data	annotator_1	
Cymbophora	563	data	annotator_1	
Cymella	563	data	annotator_1	
Cyprimeria	563	data	annotator_1	
Cytharella	563	data	annotator_1	
Dentalium	563	data	annotator_1	
Deussenia	563	data	annotator_1	
Diodora	563	data	annotator_1	
Diplodonta	563	data	annotator_1	
Distortio	563	data	annotator_1	
Dolicholatirus	563	data	annotator_1	
Dosiniopsis	563	data	annotator_1	
Dreissena	563	data	annotator_1	
Drepanocheilus	563	data	annotator_1	
Drilluta	563	data	annotator_1	
Eburneopecten	563	data	annotator_1	
Ecphora	563	data	annotator_1	
Ellipsoscapha	563	data	annotator_1	
Endocostea	563	data	annotator_1	
Entolium	563	data	annotator_1	
Entomope	563	data	annotator_1	
Eoacteon	563	data	annotator_1	
Eocypraea	563	data	annotator_1	
Eocythara	563	data	annotator_1	
Eoharpa	563	data	annotator_1	
Eomiltha	563	data	annotator_1	
Eophysema	563	data	annotator_1	
Eopleurotoma	563	data	annotator_1	
Eosolen	563	data	annotator_1	
Eosurcula	563	data	annotator_1	
Epilucina	563	data	annotator_1	
Episiphon	563	data	annotator_1	
Epitoniidae	563	data	annotator_1	
Epitonium	563	data	annotator_1	
Etea	563	data	annotator_1	
Eucheilodon	563	data	annotator_1	
Eufistulina	563	data	annotator_1	
Eulima	563	data	annotator_1	
Eupleura	563	data	annotator_1	
Euspira	563	data	annotator_1	
Exilia	563	data	annotator_1	
Exogyra	563	data	annotator_1	
Falsifusus	563	data	annotator_1	
Fasciolaria	563	data	annotator_1	
Fasciolariidae	563	data	annotator_1	
Fenimorea	563	data	annotator_1	
Ficidae	563	data	annotator_1	
Ficopsis	563	data	annotator_1	
Fissurella	563	data	annotator_1	
Fulgerca	563	data	annotator_1	
Fulgurofusus	563	data	annotator_1	
Fusimilis	563	data	annotator_1	
Fusimitra	563	data	annotator_1	
Fusinus	563	data	annotator_1	
Fustiaria	563	data	annotator_1	
Galeodea	563	data	annotator_1	
Gegania	563	data	annotator_1	
Gemmula	563	data	annotator_1	
Gervillia	563	data	annotator_1	
Gervilliopsis	563	data	annotator_1	
Gigantostrea	563	data	annotator_1	
Glossidae	563	data	annotator_1	
Glossus	563	data	annotator_1	
Glycymerididae	563	data	annotator_1	
Glycymeris	563	data	annotator_1	
Glyptoactis (Claibornicardia)	563	data	annotator_1	
Goniocylichna	563	data	annotator_1	
Graciliala	563	data	annotator_1	
Granocardium	563	data	annotator_1	
Graphidula	563	data	annotator_1	
Gryphaeidae	563	data	annotator_1	
Gryphaeostrea	563	data	annotator_1	
Gymnentome	563	data	annotator_1	
Gyrodes	563	data	annotator_1	
Hastula	563	data	annotator_1	
Haustator	563	data	annotator_1	
Hemisurcula	563	data	annotator_1	
Hercorhyncus (Haplovoluta)	563	data	annotator_1	
Hesperiturris	563	data	annotator_1	
Hexaplex	563	data	annotator_1	
Hipponix	563	data	annotator_1	
Hydrotribulus	563	data	annotator_1	
Hyotissa	563	data	annotator_1	
Icanotia	563	data	annotator_1	
Idonearca	563	data	annotator_1	
Inoceramus	563	data	annotator_1	
Isognomon	563	data	annotator_1	
Jupiteria	563	data	annotator_1	
Katherinella	563	data	annotator_1	
Kelliella	563	data	annotator_1	
Kelliellidae	563	data	annotator_1	
Kummelia	563	data	annotator_1	
Lacrimiforma	563	data	annotator_1	
Lacunaria	563	data	annotator_1	
Laevibuccinum	563	data	annotator_1	
Lapparia	563	data	annotator_1	
Laternula	563	data	annotator_1	
Latiaxis	563	data	annotator_1	
Latirus	563	data	annotator_1	
Laxispira	563	data	annotator_1	
Legumen	563	data	annotator_1	
Lemniscolittorina	563	data	annotator_1	
Lepilucina	563	data	annotator_1	
Leptosolen	563	data	annotator_1	
Leptosurcula	563	data	annotator_1	
Levifusus	563	data	annotator_1	
Limidae	563	data	annotator_1	
Limopsis	563	data	annotator_1	
Linearis	563	data	annotator_1	
Liopeplum	563	data	annotator_1	
Liopistha	563	data	annotator_1	
Liothyris	563	data	annotator_1	
Lirodiscus	563	data	annotator_1	
Lirofusus	563	data	annotator_1	
Lisbonia	563	data	annotator_1	
Lithophaga	563	data	annotator_1	
Litiopa	563	data	annotator_1	
Litiopidae	563	data	annotator_1	
Litorhadia	563	data	annotator_1	
Littorina	563	data	annotator_1	
Lomirosa	563	data	annotator_1	
Longoconcha	563	data	annotator_1	
Lowenstamia	563	data	annotator_1	
Lucina	563	data	annotator_1	
Lucinidae	563	data	annotator_1	
Lupira	563	data	annotator_1	
Lycettia	563	data	annotator_1	
Lyrosurcula	563	data	annotator_1	
Macoma	563	data	annotator_1	
Macrocallista	563	data	annotator_1	
Macrocypraea	563	data	annotator_1	
Mactridae	563	data	annotator_1	
Malletia	563	data	annotator_1	
Margaritella	563	data	annotator_1	
Marginella	563	data	annotator_1	
Mataxa	563	data	annotator_1	
Mathildidae	563	data	annotator_1	
Mazzalina	563	data	annotator_1	
Megalomphalus	563	data	annotator_1	
Melanella	563	data	annotator_1	
Melongenidae	563	data	annotator_1	
Mesalia	563	data	annotator_1	
Mesorhytis	563	data	annotator_1	
Metula	563	data	annotator_1	
Microdrillia	563	data	annotator_1	
Mitrella (Clinurella)	563	data	annotator_1	
Mitridae	563	data	annotator_1	
Morea	563	data	annotator_1	
Muricoidea	563	data	annotator_1	
Myobarbum	563	data	annotator_1	
Myoidea	563	data	annotator_1	
Myrtea	563	data	annotator_1	
Napulus	563	data	annotator_1	
Nassariidae	563	data	annotator_1	
Nassarius	563	data	annotator_1	
Nassarius (Tritiaria)	563	data	annotator_1	
Natica	563	data	annotator_1	
Naticidae	563	data	annotator_1	
Neithea	563	data	annotator_1	
Nemocardium	563	data	annotator_1	
Nemodon	563	data	annotator_1	
Neritina	563	data	annotator_1	
Noetiidae	563	data	annotator_1	
Nonactaeonina	563	data	annotator_1	
Notocorbula	563	data	annotator_1	
Nozeba	563	data	annotator_1	
Nucula	563	data	annotator_1	
Nuculana	563	data	annotator_1	
Nuculanidae	563	data	annotator_1	
Nuculanoida	563	data	annotator_1	
Nuculidae	563	data	annotator_1	
Nymphalucina	563	data	annotator_1	
Odontobasis	563	data	annotator_1	
Odontogryphaea	563	data	annotator_1	
Odostomia	563	data	annotator_1	
Oligoptycha	563	data	annotator_1	
Olividae	563	data	annotator_1	
Opertochasma	563	data	annotator_1	
Ornopsis	563	data	annotator_1	
Orthosurcula	563	data	annotator_1	
Ostrea	563	data	annotator_1	
Ostreinae	563	data	annotator_1	
Ostreoidea	563	data	annotator_1	
Ovula	563	data	annotator_1	
Pachecoa	563	data	annotator_1	
Pachymelania	563	data	annotator_1	
Paladmete	563	data	annotator_1	
Paleofusimitra	563	data	annotator_1	
Paleopsephaea	563	data	annotator_1	
Panopea	563	data	annotator_1	
Papillina	563	data	annotator_1	
Parafusus	563	data	annotator_1	
Paranomia	563	data	annotator_1	
Parastarte	563	data	annotator_1	
Pecten	563	data	annotator_1	
Periploma	563	data	annotator_1	
Perissolax	563	data	annotator_1	
Perissonata	563	data	annotator_1	
Phacoides	563	data	annotator_1	
Phalium	563	data	annotator_1	
Phelopteria	563	data	annotator_1	
Philinoidea	563	data	annotator_1	
Pholadomya	563	data	annotator_1	
Pholas	563	data	annotator_1	
Piestochilus	563	data	annotator_1	
Pinna	563	data	annotator_1	
Pitar	563	data	annotator_1	
Pitarinae	563	data	annotator_1	
Plagiostoma	563	data	annotator_1	
Plectomya	563	data	annotator_1	
Pleurofusia	563	data	annotator_1	
Pleuroliria	563	data	annotator_1	
Pleurotoma	563	data	annotator_1	
Pleurotomella	563	data	annotator_1	
